1060105369	20220825	202208	2022	2022.6438	THAGOV	RATCHABURI	THA					GOV													1	015	015	01	1	0.0	1	1	1	-7.2041166380789	4	Ratchaburi, Ratchaburi, Thailand	TH	TH52	26933	13.5367	99.8171	-3254036	0								4	Cha-Am, Phetchaburi, Thailand	TH	TH56	26873	12.8	99.9667	-3246724	20220825080000	https://www.bangkokpost.com/thailand/general/2376873/boyfriend-of-accused-policewoman-in-maid-beating-case-surrenders
1060105370	20220825	202208	2022	2022.6438	THAGOV	THAILAND	THA					GOV			CVL	TOURIST						CVL			1	0353	035	03	1	7.0	1	1	1	4.31034482758621	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Phu Quoc, Ki?n Giang, Vietnam, Republic Of	VM	VM21	32401	10.2167	103.967	-3726177	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20220825080000	https://e.vnexpress.net/news/travel/thai-vietjet-to-operate-1st-bangkok-phu-quoc-direct-flight-4503760.html
1060105371	20220825	202208	2022	2022.6438	THAGOV	THAI	THA					GOV			CVL	TOURIST						CVL			1	0353	035	03	1	7.0	2	1	2	4.31034482758621	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Phu Quoc, Ki?n Giang, Vietnam, Republic Of	VM	VM21	32401	10.2167	103.967	-3726177	4	Phu Quoc, Ki?n Giang, Vietnam, Republic Of	VM	VM21	32401	10.2167	103.967	-3726177	20220825080000	https://e.vnexpress.net/news/travel/thai-vietjet-to-operate-1st-bangkok-phu-quoc-direct-flight-4503760.html
1060105372	20220825	202208	2022	2022.6438	THAJUD	THAILAND	THA					JUD			THACOP	THAILAND	THA					COP			0	042	042	04	1	1.9	1	1	1	-7.2041166380789	4	Cha-Am, Phetchaburi, Thailand	TH	TH56	26873	12.8	99.9667	-3246724	4	Cha-Am, Phetchaburi, Thailand	TH	TH56	26873	12.8	99.9667	-3246724	4	Cha-Am, Phetchaburi, Thailand	TH	TH56	26873	12.8	99.9667	-3246724	20220825080000	https://www.bangkokpost.com/thailand/general/2376873/boyfriend-of-accused-policewoman-in-maid-beating-case-surrenders
1060105373	20220825	202208	2022	2022.6438	THAMED	THAI	THA					MED			COP	POLICE						COP			0	010	010	01	1	0.0	6	1	6	-7.2041166380789	4	Ratchaburi, Ratchaburi, Thailand	TH	TH52	26933	13.5367	99.8171	-3254036	4	Ratchaburi, Ratchaburi, Thailand	TH	TH52	26933	13.5367	99.8171	-3254036	4	Ratchaburi, Ratchaburi, Thailand	TH	TH52	26933	13.5367	99.8171	-3254036	20220825080000	https://www.bangkokpost.com/thailand/general/2376873/boyfriend-of-accused-policewoman-in-maid-beating-case-surrenders
1060105374	20220825	202208	2022	2022.6438	THAMED	THAILAND	THA					MED			COP	POLICE						COP			0	013	013	01	1	0.4	4	1	4	-7.2041166380789	4	Ratchaburi, Ratchaburi, Thailand	TH	TH52	26933	13.5367	99.8171	-3254036	4	Ratchaburi, Ratchaburi, Thailand	TH	TH52	26933	13.5367	99.8171	-3254036	4	Ratchaburi, Ratchaburi, Thailand	TH	TH52	26933	13.5367	99.8171	-3254036	20220825080000	https://www.bangkokpost.com/thailand/general/2376873/boyfriend-of-accused-policewoman-in-maid-beating-case-surrenders
1060105375	20220825	202208	2022	2022.6438	TKM	TURKMENISTAN	TKM								GOV	DIRECTOR GENERAL						GOV			1	020	020	02	1	3.0	4	1	4	1.11524163568773	4	Turkmenbashi, Balkan, Turkmenistan	TX	TX02	147324	40.0222	52.9552	-2559540	4	Caspian Sea, Oceans (general), Oceans	OS	OS00	25069	42	50	-1506347	4	Turkmenbashi, Balkan, Turkmenistan	TX	TX02	147324	40.0222	52.9552	-2559540	20220825080000	http://www.newscentralasia.net/2022/08/25/turkmen-delegation-discusses-opening-of-logistics-center-in-astrakhan/
1060105376	20220825	202208	2022	2022.6438	TKM	TURKMENISTAN	TKM								IGOUNODEV	UNDP		UNO				IGO	DEV		1	042	042	04	1	1.9	10	1	10	5.47945205479452	1	Turkmenistan	TX	TX		40	60	TX	1	Turkmenistan	TX	TX		40	60	TX	1	Turkmenistan	TX	TX		40	60	TX	20220825080000	http://www.newscentralasia.net/2022/08/25/turkmen-women-and-girls-joined-launching-ceremony-of-stem4all-platform-in-central-asia/
1060105377	20220825	202208	2022	2022.6438	TKM	TURKMENISTAN	TKM								RUS	RUSSIA	RUS								1	020	020	02	1	3.0	2	1	2	1.11524163568773	4	Turkmenbashi, Balkan, Turkmenistan	TX	TX02	147324	40.0222	52.9552	-2559540	4	Lotos, Krasnodarskiy Kray, Russia	RS	RS38	25065	45.8444	38.3294	9162413	4	Turkmenbashi, Balkan, Turkmenistan	TX	TX02	147324	40.0222	52.9552	-2559540	20220825080000	http://www.newscentralasia.net/2022/08/25/turkmen-delegation-discusses-opening-of-logistics-center-in-astrakhan/
1060105378	20220825	202208	2022	2022.6438	TKM	TURKMEN	TKM								RUS	RUSSIAN FEDERATION	RUS								1	040	040	04	1	1.0	6	1	6	1.11524163568773	4	Turkmenbashi, Balkan, Turkmenistan	TX	TX02	147324	40.0222	52.9552	-2559540	4	Astrakhan, Astrakhanskaya Oblast', Russia	RS	RS07	25069	46.3497	48.0408	-2880021	4	Astrakhan, Astrakhanskaya Oblast', Russia	RS	RS07	25069	46.3497	48.0408	-2880021	20220825080000	http://www.newscentralasia.net/2022/08/25/turkmen-delegation-discusses-opening-of-logistics-center-in-astrakhan/
1060105379	20220825	202208	2022	2022.6438	TKM	TURKMENISTAN	TKM								RUS	RUSSIA	RUS								1	040	040	04	1	1.0	1	1	1	1.11524163568773	4	Astrakhan, Astrakhanskaya Oblast', Russia	RS	RS07	25069	46.3497	48.0408	-2880021	4	Astrakhan, Astrakhanskaya Oblast', Russia	RS	RS07	25069	46.3497	48.0408	-2880021	4	Astrakhan, Astrakhanskaya Oblast', Russia	RS	RS07	25069	46.3497	48.0408	-2880021	20220825080000	http://www.newscentralasia.net/2022/08/25/turkmen-delegation-discusses-opening-of-logistics-center-in-astrakhan/
1060105380	20220825	202208	2022	2022.6438	TKM	TURKMEN	TKM								RUS	ASTRAKHAN	RUS								1	040	040	04	1	1.0	2	1	2	1.11524163568773	4	Lotos, Krasnodarskiy Kray, Russia	RS	RS38	25065	45.8444	38.3294	9162413	4	Turkmenbashi, Balkan, Turkmenistan	TX	TX02	147324	40.0222	52.9552	-2559540	4	Lotos, Krasnodarskiy Kray, Russia	RS	RS38	25065	45.8444	38.3294	9162413	20220825080000	http://www.newscentralasia.net/2022/08/25/turkmen-delegation-discusses-opening-of-logistics-center-in-astrakhan/
1060105381	20220825	202208	2022	2022.6438	TKM	TURKMEN	TKM								RUS	ASTRAKHAN	RUS								1	040	040	04	1	1.0	6	1	6	1.11524163568773	4	Lotos, Krasnodarskiy Kray, Russia	RS	RS38	25065	45.8444	38.3294	9162413	4	Lotos, Krasnodarskiy Kray, Russia	RS	RS38	25065	45.8444	38.3294	9162413	4	Lotos, Krasnodarskiy Kray, Russia	RS	RS38	25065	45.8444	38.3294	9162413	20220825080000	http://www.newscentralasia.net/2022/08/25/turkmen-delegation-discusses-opening-of-logistics-center-in-astrakhan/
1060105382	20220825	202208	2022	2022.6438	TKM	TURKMEN	TKM								RUS	ASTRAKHAN	RUS								1	046	046	04	1	7.0	6	1	6	1.11524163568773	4	Turkmenbashi, Balkan, Turkmenistan	TX	TX02	147324	40.0222	52.9552	-2559540	4	Astrakhan, Astrakhanskaya Oblast', Russia	RS	RS07	25069	46.3497	48.0408	-2880021	4	Astrakhan, Astrakhanskaya Oblast', Russia	RS	RS07	25069	46.3497	48.0408	-2880021	20220825080000	http://www.newscentralasia.net/2022/08/25/turkmen-delegation-discusses-opening-of-logistics-center-in-astrakhan/
1060105383	20220825	202208	2022	2022.6438	TKM	TURKMENISTAN	TKM								RUS	RUSSIA	RUS								1	046	046	04	1	7.0	2	1	2	1.11524163568773	4	Astrakhan, Astrakhanskaya Oblast', Russia	RS	RS07	25069	46.3497	48.0408	-2880021	4	Astrakhan, Astrakhanskaya Oblast', Russia	RS	RS07	25069	46.3497	48.0408	-2880021	4	Astrakhan, Astrakhanskaya Oblast', Russia	RS	RS07	25069	46.3497	48.0408	-2880021	20220825080000	http://www.newscentralasia.net/2022/08/25/turkmen-delegation-discusses-opening-of-logistics-center-in-astrakhan/
1060105384	20220825	202208	2022	2022.6438	TKM	TURKMEN	TKM								RUS	ASTRAKHAN	RUS								1	046	046	04	1	7.0	2	1	2	1.11524163568773	4	Lotos, Krasnodarskiy Kray, Russia	RS	RS38	25065	45.8444	38.3294	9162413	4	Turkmenbashi, Balkan, Turkmenistan	TX	TX02	147324	40.0222	52.9552	-2559540	4	Turkmenbashi, Balkan, Turkmenistan	TX	TX02	147324	40.0222	52.9552	-2559540	20220825080000	http://www.newscentralasia.net/2022/08/25/turkmen-delegation-discusses-opening-of-logistics-center-in-astrakhan/
1060105385	20220825	202208	2022	2022.6438	TKM	TURKMEN	TKM								RUSMED	RUSSIAN	RUS					MED			1	040	040	04	1	1.0	2	1	2	1.11524163568773	4	Turkmenbashi, Balkan, Turkmenistan	TX	TX02	147324	40.0222	52.9552	-2559540	4	Astrakhan, Astrakhanskaya Oblast', Russia	RS	RS07	25069	46.3497	48.0408	-2880021	4	Astrakhan, Astrakhanskaya Oblast', Russia	RS	RS07	25069	46.3497	48.0408	-2880021	20220825080000	http://www.newscentralasia.net/2022/08/25/turkmen-delegation-discusses-opening-of-logistics-center-in-astrakhan/
1060105386	20220825	202208	2022	2022.6438	TKM	TURKMENISTAN	TKM								RUSMED	RUSSIA	RUS					MED			1	040	040	04	1	1.0	1	1	1	1.11524163568773	4	Astrakhan, Astrakhanskaya Oblast', Russia	RS	RS07	25069	46.3497	48.0408	-2880021	4	Astrakhan, Astrakhanskaya Oblast', Russia	RS	RS07	25069	46.3497	48.0408	-2880021	4	Astrakhan, Astrakhanskaya Oblast', Russia	RS	RS07	25069	46.3497	48.0408	-2880021	20220825080000	http://www.newscentralasia.net/2022/08/25/turkmen-delegation-discusses-opening-of-logistics-center-in-astrakhan/
1060105387	20220825	202208	2022	2022.6438	TKM	TURKMENISTAN	TKM								TKMBUS	TURKMENISTAN	TKM					BUS			0	010	010	01	1	0.0	2	1	2	1.11524163568773	4	Turkmenbashi, Balkan, Turkmenistan	TX	TX02	147324	40.0222	52.9552	-2559540	4	Turkmenbashi, Balkan, Turkmenistan	TX	TX02	147324	40.0222	52.9552	-2559540	4	Turkmenbashi, Balkan, Turkmenistan	TX	TX02	147324	40.0222	52.9552	-2559540	20220825080000	http://www.newscentralasia.net/2022/08/25/turkmen-delegation-discusses-opening-of-logistics-center-in-astrakhan/
1060105388	20220825	202208	2022	2022.6438	TWN	TAIWANESE	TWN								BUS	MANUFACTURER						BUS			0	190	190	19	4	-10.0	1	1	1	-3.77643504531722	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	20220825080000	https://www.rfa.org/english/news/china/taiwan-drone-08252022021615.html
1060105389	20220825	202208	2022	2022.6438	TWN	TAIWANESE	TWN								BUS	MANUFACTURER						BUS			0	190	190	19	4	-10.0	1	1	1	-3.77643504531722	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	1	Ukraine	UP	UP		49	32	UP	20220825080000	https://www.rfa.org/english/news/china/taiwan-drone-08252022021615.html
1060105390	20220825	202208	2022	2022.6438	TWN	TAIWANESE	TWN								CHN	CHINA	CHN								1	042	042	04	1	1.9	4	1	4	-2.59740259740259	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20220825080000	https://www.bloomberg.com/news/articles/2022-08-25/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home
1060105391	20220825	202208	2022	2022.6438	TWN	TAIWANESE	TWN								CHN	CHINA	CHN								1	111	111	11	3	-2.0	2	1	2	-2.59740259740259	1	Taiwan	TW	TW		24	121	TW	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Taiwan	TW	TW		24	121	TW	20220825080000	https://www.bloomberg.com/news/articles/2022-08-25/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home
1060105392	20220825	202208	2022	2022.6438	TWN	TAIWANESE	TWN								CHN	CHINA	CHN								1	150	150	15	4	-7.2	4	1	4	-2.59740259740259	1	Taiwan	TW	TW		24	121	TW	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825080000	https://www.bloomberg.com/news/articles/2022-08-25/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home
1060105393	20220825	202208	2022	2022.6438	TWN	TAIWANESE	TWN								UKR	UKRAINE	UKR								0	036	036	03	1	4.0	1	1	1	-3.77643504531722	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	1	Ukraine	UP	UP		49	32	UP	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	20220825080000	https://www.rfa.org/english/news/china/taiwan-drone-08252022021615.html
1060105394	20220825	202208	2022	2022.6438	TWN	TAIWANESE	TWN								UKR	UKRAINE	UKR								0	036	036	03	1	4.0	1	1	1	-3.77643504531722	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825080000	https://www.rfa.org/english/news/china/taiwan-drone-08252022021615.html
1060105395	20220825	202208	2022	2022.6438	TWN	TAIWANESE	TWN								UKR	UKRAINE	UKR								0	190	190	19	4	-10.0	1	1	1	-3.77643504531722	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	1	Ukraine	UP	UP		49	32	UP	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	20220825080000	https://www.rfa.org/english/news/china/taiwan-drone-08252022021615.html
1060105396	20220825	202208	2022	2022.6438	TWN	TAIWANESE	TWN								UKR	UKRAINE	UKR								0	190	190	19	4	-10.0	1	1	1	-3.77643504531722	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825080000	https://www.rfa.org/english/news/china/taiwan-drone-08252022021615.html
1060105397	20220825	202208	2022	2022.6438	TWNLEG	TAIWAN	TWN					LEG			USAMED	REUTERS	USA					MED			1	010	010	01	1	0.0	1	1	1	-3.77643504531722	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	20220825080000	https://www.rfa.org/english/news/china/taiwan-drone-08252022021615.html
1060105398	20220825	202208	2022	2022.6438	TWNLEG	TAIWAN	TWN					LEG			USAMED	REUTERS	USA					MED			1	010	010	01	1	0.0	4	1	4	-3.77643504531722	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825080000	https://www.rfa.org/english/news/china/taiwan-drone-08252022021615.html
1060105399	20220825	202208	2022	2022.6438	TWNMED	TAIWANESE	TWN					MED			UKR	UKRAINE	UKR								0	036	036	03	1	4.0	3	1	3	-3.77643504531722	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825080000	https://www.rfa.org/english/news/china/taiwan-drone-08252022021615.html
1060105400	20220825	202208	2022	2022.6438	TWNMED	TAIWANESE	TWN					MED			UKR	UKRAINE	UKR								0	190	190	19	4	-10.0	6	1	6	-3.77643504531722	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825080000	https://www.rfa.org/english/news/china/taiwan-drone-08252022021615.html
1060105401	20220825	202208	2022	2022.6438	TWNOPP	TAIWANESE	TWN					OPP			CHN	CHINA	CHN								1	042	042	04	1	1.9	6	1	6	-2.59740259740259	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20220825080000	https://www.bloomberg.com/news/articles/2022-08-25/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home
1060105402	20220825	202208	2022	2022.6438	TWNOPP	TAIWANESE	TWN					OPP			CHN	BEIJING	CHN								1	111	111	11	3	-2.0	3	1	3	-2.59740259740259	1	Taiwan	TW	TW		24	121	TW	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825080000	https://www.bloomberg.com/news/articles/2022-08-25/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home
1060105403	20220825	202208	2022	2022.6438	TWNOPP	TAIWANESE	TWN					OPP			CHN	BEIJING	CHN								1	150	150	15	4	-7.2	6	1	6	-2.59740259740259	1	Taiwan	TW	TW		24	121	TW	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825080000	https://www.bloomberg.com/news/articles/2022-08-25/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home
1060105404	20220825	202208	2022	2022.6438	UIS	THE INTERNATIONAL COMMUNITY						UIS													0	010	010	01	1	0.0	10	1	10	-6.27118644067797	1	Myanmar	BM	BM		22	98	BM	0								1	Myanmar	BM	BM		22	98	BM	20220825080000	https://www.khaleejtimes.com/asia/myanmar-rohingyas-must-be-part-of-countrys-crisis-solution-says-un-chief
1060105405	20220825	202208	2022	2022.6438	UKR	UKRAINE	UKR																		1	138	138	13	3	-7.0	1	1	1	-7.28744939271255	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825080000	https://www.channelstv.com/2022/08/25/zelensky-russian-strike-on-ukraine-rail-station-kills-22/
1060105406	20220825	202208	2022	2022.6438	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	110	110	11	3	-2.0	10	1	10	0	1	Ukraine	UP	UP		49	32	UP	1	Russia	RS	RS		60	100	RS	1	India	IN	IN		20	77	IN	20220825080000	https://economictimes.indiatimes.com/news/india/india-votes-against-russia-for-the-first-time-in-unsc-during-procedural-vote-on-ukraine/articleshow/93771654.cms
1060105407	20220825	202208	2022	2022.6438	UKRGOV	UKRAINE	UKR					GOV			POL	POLISH	POL								1	040	040	04	1	1.0	1	1	1	-7.28744939271255	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220825080000	https://www.channelstv.com/2022/08/25/zelensky-russian-strike-on-ukraine-rail-station-kills-22/
1060105408	20220825	202208	2022	2022.6438	UKRGOV	UKRAINE	UKR					GOV			POL	POLISH	POL								1	040	040	04	1	1.0	1	1	1	-7.28744939271255	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	1	Poland	PL	PL		52	20	PL	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220825080000	https://www.channelstv.com/2022/08/25/zelensky-russian-strike-on-ukraine-rail-station-kills-22/
1060105409	20220825	202208	2022	2022.6438	UKRGOV	UKRAINE	UKR					GOV			POL	POLISH	POL								1	040	040	04	1	1.0	2	1	1	-7.28744939271255	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20220825080000	https://www.channelstv.com/2022/08/25/zelensky-russian-strike-on-ukraine-rail-station-kills-22/
1060105410	20220825	202208	2022	2022.6438	UKRGOV	UKRAINE	UKR					GOV			POL	POLISH	POL								1	044	044	04	1	2.5	2	1	2	-7.28744939271255	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220825080000	https://www.channelstv.com/2022/08/25/zelensky-russian-strike-on-ukraine-rail-station-kills-22/
1060105411	20220825	202208	2022	2022.6438	UKRGOV	UKRAINE	UKR					GOV			POL	POLISH	POL								1	044	044	04	1	2.5	1	1	1	-7.28744939271255	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	1	Poland	PL	PL		52	20	PL	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220825080000	https://www.channelstv.com/2022/08/25/zelensky-russian-strike-on-ukraine-rail-station-kills-22/
1060105412	20220825	202208	2022	2022.6438	UKRGOV	UKRAINE	UKR					GOV			POL	POLISH	POL								1	044	044	04	1	2.5	1	1	1	-7.28744939271255	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825080000	https://www.channelstv.com/2022/08/25/zelensky-russian-strike-on-ukraine-rail-station-kills-22/
1060105413	20220825	202208	2022	2022.6438	USA	CHARLOTTE	USA																		1	010	010	01	1	0.0	6	1	6	0	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220825080000	https://www.2gb.com/how-a-blind-university-student-is-impacted-by-train-strikes/
1060105414	20220825	202208	2022	2022.6438	USA	UTAH	USA																		1	010	010	01	1	0.0	10	1	10	1.99501246882793	3	White Sands, Utah, United States	US	USUT	UT035	40.5611	-111.874	1452930	0								3	White Sands, Utah, United States	US	USUT		40.5611	-111.874	1452930	20220825080000	https://www.proactiveinvestors.co.uk/companies/news/990981/zephyr-energy-adds-1-920-acres-to-flagship-paradox-basin-asset-990981.html
1060105415	20220825	202208	2022	2022.6438	USA	KANSAS CITY	USA																		0	010	010	01	1	0.0	3	1	3	-3.27272727272727	3	Country Club Plaza, Missouri, United States	US	USMO	MO095	39.042	-94.5877	736057	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20220825080000	https://www.foxbusiness.com/markets/starbucks-accused-withholding-raises-union-workers-report
1060105416	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	2	1	2	-3.6480686695279	3	Cassville, Missouri, United States	US	USMO	MO009	36.677	-93.8688	749248	0								3	Cassville, Missouri, United States	US	USMO	MO009	36.677	-93.8688	749248	20220825080000	http://www.msn.com/en-us/news/us/missouri-school-district-reinstates-spanking-students-as-last-resort/ar-AA114yXe
1060105417	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	-5.54528650646947	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20220825080000	https://www.rfa.org/english/news/vietnam/vietnamese-journalist-loses-appeal-08252022015721.html
1060105418	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	-3.27272727272727	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20220825080000	https://www.foxbusiness.com/markets/starbucks-accused-withholding-raises-union-workers-report
1060105419	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	16	2	8	-4.14201183431953	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20220825080000	https://www.wdsu.com/article/all-saints-catholic-church-fire-1995/40952585
1060105420	20220825	202208	2022	2022.6438	USA	MIAMI	USA																		1	030	030	03	1	4.0	6	1	6	3.97111913357401	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20220825080000	https://www.stuff.co.nz/life-style/homed/houses/300671017/retro-miami-vice-mansion-is-on-the-market-for-a-cool-68m
1060105421	20220825	202208	2022	2022.6438	USA	MIAMI	USA																		1	030	030	03	1	4.0	2	1	2	3.97111913357401	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20220825080000	https://www.stuff.co.nz/life-style/homed/houses/300671017/retro-miami-vice-mansion-is-on-the-market-for-a-cool-68m
1060105422	20220825	202208	2022	2022.6438	USA	FLORIDA	USA																		1	035	035	03	1	7.0	5	1	5	0.22573363431151	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220825080000	https://www.fox35orlando.com/news/artemis-1-how-to-watch-the-historic-launch-online-and-along-floridas-space-coast
1060105423	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	2	1	2	1.62790697674419	3	Southfield, Michigan, United States	US	USMI	MI125	42.4734	-83.2219	638439	0								3	Southfield, Michigan, United States	US	USMI	MI125	42.4734	-83.2219	638439	20220825080000	https://www.pr.com/press-release/867922
1060105424	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	1	1	1	2.32919254658385	1	India	IN	IN		20	77	IN	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220825080000	https://www.theepochtimes.com/17-year-old-pilot-sets-record-for-solo-flight-around-world_4685953.html
1060105425	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA																		0	070	070	07	2	7.0	4	1	4	0.16583747927032	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220825080000	https://www.theepochtimes.com/paul-newmans-daughters-sue-late-actors-charity-foundation_4686462.html
1060105426	20220825	202208	2022	2022.6438	USA	IDAHO	USA																		0	080	080	08	2	5.0	10	1	10	-2.19619326500732	2	Idaho, United States	US	USID		44.2394	-114.51	ID	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	20220825080000	https://lmtribune.com/opinion/heroism-gets-the-boot-cowardice-gets-rewarded/article_bd8f1343-1dfa-55fc-8758-d03d62fa2162.html
1060105427	20220825	202208	2022	2022.6438	USA	UNITED STATES	USA																		1	0841	084	08	2	7.0	4	1	4	-3.38345864661654	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220825080000	https://www.cavalierdaily.com/article/2022/08/court-grants-universitys-motion-for-summary-judgment-in-bhattacharya-case
